Identifier,0
/m/010016,17
/m/0100mt,20
/m/0102t4,16
/m/0104lr,16
/m/0105y2,17
/m/0106dv,17
/m/0108xl,17
/m/0109vk,17
/m/010bnr,18
/m/010bxh,17
/m/010cw1,16
/m/010dft,17
/m/010h9y,17
/m/010hn,29
/m/010m55,12
/m/010nlt,12
/m/010p3,38
/m/010r6f,12
/m/010rvx,12
/m/010t4v,16
/m/010tkc,18
/m/010v8k,19
/m/010xjr,36
/m/010y34,17
/m/010z5n,16
/m/0113sg,25
/m/0114m0,17
/m/0118d3,16
/m/011_3s,31
/m/011_vz,7
/m/011hdn,28
/m/011hq1,11
/m/011j5x,17
/m/011k11,7
/m/011k1h,11
/m/011k4g,22
/m/011kn2,7
/m/011lpr,40
/m/011lvx,30
/m/011s9r,22
/m/011v3,6
/m/011vx3,52
/m/011w20,21
/m/011w4n,17
/m/011w54,11
/m/011wdm,16
/m/011wtv,15
/m/011x_4,12
/m/011xg5,12
/m/011xhx,5
/m/011xy1,8
/m/011yd2,21
/m/011ydl,12
/m/011yhm,20
/m/011ykb,12
/m/011yl_,12
/m/011yn5,15
/m/011yph,15
/m/011ypx,22
/m/011yqc,15
/m/011yr9,12
/m/011yrp,15
/m/011ysn,12
/m/011yth,20
/m/011ywj,12
/m/011yxg,14
/m/011z3g,17
/m/011zd3,26
/m/011zf2,38
/m/011zwl,39
/m/01200d,16
/m/0121c1,5
/m/0121h7,8
/m/0121rx,31
/m/0121sr,7
/m/012201,16
/m/0122wc,8
/m/0123_x,10
/m/0123gq,18
/m/0123j6,10
/m/0123r4,9
/m/01243b,6
/m/0124k9,31
/m/0124ld,10
/m/0124qd,5
/m/0125ny,12
/m/0125q1,5
/m/0125xq,34
/m/0126hc,11
/m/0126rp,30
/m/0126t5,6
/m/0126y2,28
/m/01271h,41
/m/01279v,8
/m/0127gn,33
/m/0127m7,30
/m/0127ps,12
/m/0127s7,52
/m/0127xk,40
/m/012_53,44
/m/012b30,6
/m/012bk,34
/m/012c6j,16
/m/012c6x,33
/m/012cj0,20
/m/012cph,33
/m/012d40,38
/m/012d9h,14
/m/012dr7,17
/m/012dtf,24
/m/012f86,4
/m/012fvq,7
/m/012fzm,13
/m/012g92,22
/m/012gbb,36
/m/012gq6,29
/m/012gx2,41
/m/012gyf,8
/m/012j5h,19
/m/012j8z,34
/m/012jfb,15
/m/012ky3,37
/m/012kyx,12
/m/012ljv,24
/m/012lzr,7
/m/012m_,9
/m/012mrr,20
/m/012mzw,12
/m/012q4n,22
/m/012q8y,13
/m/012qdp,18
/m/012qxv,8
/m/012rng,34
/m/012rrr,7
/m/012s5j,28
/m/012t1,34
/m/012ts,23
/m/012v1t,34
/m/012v8,3
/m/012v9y,35
/m/012vby,34
/m/012vct,32
/m/012vd6,34
/m/012vf6,30
/m/012vm6,22
/m/012vwb,7
/m/012w70,5
/m/012wg,34
/m/012wgb,6
/m/012wxt,9
/m/012wyq,9
/m/012x03,5
/m/012x1l,7
/m/012x2b,41
/m/012x4t,41
/m/012x7b,14
/m/012x8m,6
/m/012xdf,59
/m/012yc,14
/m/012ycy,26
/m/012ykt,49
/m/012z8_,42
/m/012zng,25
/m/01304j,25
/m/01309x,32
/m/0130sy,22
/m/01314k,7
/m/0131kb,28
/m/01323p,12
/m/0132_h,9
/m/0132k4,23
/m/01337_,35
/m/0133_p,9
/m/0133ch,14
/m/0133h8,7
/m/0133jj,7
/m/0133k0,9
/m/0133sq,39
/m/0133x7,44
/m/013423,26
/m/0134bf,5
/m/0134pk,7
/m/0134s5,7
/m/0134w7,27
/m/0134wr,12
/m/01352_,7
/m/0135cw,5
/m/0135dr,5
/m/0135g,14
/m/0135k2,13
/m/0135nb,21
/m/0135p7,17
/m/0135xb,29
/m/01364q,31
/m/0136g9,39
/m/0136jw,13
/m/0136kr,5
/m/0136p1,28
/m/0136pk,37
/m/013719,7
/m/0137hn,36
/m/0137n0,45
/m/013807,8
/m/01385g,29
/m/01386_,49
/m/0138kk,14
/m/0138mv,6
/m/0138t4,6
/m/0139q5,31
/m/013_5c,5
/m/013_gg,14
/m/013_vh,25
/m/013b6_,10
/m/013bd1,26
/m/013bqg,13
/m/013c2f,11
/m/013c6x,13
/m/013cr,25
/m/013crh,16
/m/013cz2,17
/m/013d7t,19
/m/013d_f,13
/m/013dy7,18
/m/013f1h,16
/m/013f9v,17
/m/013fn,7
/m/013g3,21
/m/013gwb,17
/m/013gxt,16
/m/013gz,15
/m/013h1c,12
/m/013h9,12
/m/013hvr,13
/m/013hxv,17
/m/013jz2,17
/m/013kcv,17
/m/013km,22
/m/013knm,27
/m/013ksx,13
/m/013l6l,16
/m/013m43,12
/m/013m4v,12
/m/013m_x,18
/m/013mj_,17
/m/013mtx,16
/m/013mzh,15
/m/013n0n,20
/m/013n2h,16
/m/013n60,16
/m/013nky,6
/m/013nty,19
/m/013nv_,16
/m/013nws,17
/m/013p59,5
/m/013pk3,54
/m/013pp3,28
/m/013q07,22
/m/013qvn,25
/m/013rds,23
/m/013rfk,7
/m/013rxq,9
/m/013sg6,31
/m/013t2y,18
/m/013t85,13
/m/013tcv,27
/m/013tjc,24
/m/013v5j,37
/m/013vdl,14
/m/013w2r,7
/m/013w7j,42
/m/013w8y,8
/m/013wf1,14
/m/013x0b,6
/m/013xh7,6
/m/013xrm,4
/m/013y1f,9
/m/013ybx,29
/m/013yq,19
/m/013zdg,10
/m/013zs9,27
/m/013zyw,29
/m/0140g4,15
/m/0140t7,47
/m/0140xf,9
/m/014162,7
/m/0141kz,32
/m/01423b,17
/m/0142rn,6
/m/01438g,26
/m/0143hl,7
/m/0143q0,7
/m/0143wl,20
/m/014488,38
/m/0144l1,32
/m/0144wg,14
/m/01453,6
/m/0145m,17
/m/0145rs,9
/m/014635,51
/m/0146bp,7
/m/0146hc,8
/m/0146pg,32
/m/0147dk,34
/m/0147jt,31
/m/0147sh,13
/m/0147w8,24
/m/0148nj,17
/m/0149xx,59
/m/014_lq,7
/m/014_x2,13
/m/014b6c,9
/m/014bpd,15
